umls_cui_from_meddra	side_effect_name
C2721559	Osmotic demyelination syndrome
C0029400	Osteitis
C0029408	Osteoarthritis
C0853312	Osteoarthritis aggravated
C1536074	Osteoarticular pain
C0029429	Osteochondrosis
C0264009	Osteodystrophy
C0029434	Osteogenesis imperfecta
C0221204	Osteolysis
C0302313	Osteolytic lesion
C0029442	Osteomalacia
C0029443	Osteomyelitis
C0029445	Osteonecrosis
C2711248	Osteonecrosis of jaw
C0029453	Osteopenia
C0029456	Osteoporosis
C0521170	Osteoporotic fracture
C0029464	Osteosclerosis
C0029485	Other acne
C2939130	Other bacterial diseases
C0029560	Other conjunctivitis
C0029574	Other dermatoses
C0497217	Other disorders of eye
C0477371	Other forms of epilepsy
C0029734	Other scleritis
C0236993	Other sleep disturbances
C0029877	Otitis
C0029878	Otitis externa
C0029882	Otitis media
C0271429	Otitis media acute
C0271441	Otitis media chronic
C0271453	Otitis media serous
C0155540	Otorrhoea
C0155428	Otosalpingitis
C0235280	Ototoxicity
C0404445	Ovarian atrophy
C1140680	Ovarian cancer
C0029925	Ovarian carcinoma
C0029927	Ovarian cyst
C0029928	Ovarian disorder
C0392039	Ovarian enlargement
C0747102	Ovarian failure
C0854954	Ovarian germ cell teratoma benign
C1696704	Ovarian haemorrhage
C0549383	Ovarian hyperstimulation
C0085083	Ovarian hyperstimulation syndrome
C0919267	Ovarian neoplasm
C0458109	Ovarian pain
C1536696	Overactivity
C0029944	Overdose
C0235822	Overdose effect
C0542127	Oversedation
C1411873	Ovulation disorder
C3536683	Ovulation inhibited
C0152149	Ovulation pain
C0746961	Oxygen saturation decreased
C0391839	PCO2
C0553731	PRL increased
C0030193	Pain
C0234230	Pain burning
C1096717	Pain during injection
C0239377	Pain in arm
C0239266	Pain in elbow
C0030196	Pain in extremity
C0239589	Pain in fingers
C0236000	Pain in jaw
C0520962	Pain localised
C0239376	Pain of lower extremities
C0241136	Pain of skin
C0853946	Pain worsened
C0238656	Painful ankle
C0278107	Painful ejaculation
C0233973	Painful erection
C0423729	Painful respiration
C0854080	Painful response to normal stimuli
C0234199	Pallanesthesia
C0030232	Pallor
C0239513	Pallor facial
C0241137	Pallor of skin
C0014745	Palmar erythema
C1328537	Palmar-plantar erythema
C0549410	Palmar-plantar erythrodysaesthesia syndrome
C0151190	Palpable purpura
C0030252	Palpitations
C0868908	Pancolitis
C0238334	Pancreatic abscess
C0235974	Pancreatic carcinoma
C0030286	Pancreatic disorder
C0855440	Pancreatic enzymes abnormal
C0549369	Pancreatic enzymes increased
C0030293	Pancreatic insufficiency
C0267953	Pancreatic necrosis
C0030297	Pancreatic neoplasm
C0030299	Pancreatic pseudocyst
C0030305	Pancreatitis
C0001339	Pancreatitis acute
C0262417	Pancreatitis acute on chronic
C0856100	Pancreatitis aggravated
C0149521	Pancreatitis chronic
C1112559	Pancreatitis due to biliary obstruction
C0267940	Pancreatitis haemorrhagic
C0267941	Pancreatitis necrotising
C0030312	Pancytopenia
C0086769	Panic attack
C0030319	Panic disorder
C0030318	Panic reaction
C0030326	Panniculitis
C0030332	Panophthalmitis
C0030343	Panuveitis
C0151834	Papanicolaou smear suspicious
C0155713	Papillary muscle rupture
C0238463	Papillary thyroid cancer
C0030353	Papilloedema
C0030354	Papilloma
C0205875	Papillomatosis
C0332563	Papule
C2609319	Papulopustular rash
C0030409	Paracoccidioides infection
C0221733	Paradoxical pressor response
C0030554	Paraesthesia
C0852679	Paraesthesia NEC
C0239652	Paraesthesia foot
C0239836	Paraesthesia hand
C0521591	Paraesthesia oral
C0235046	Paraesthesia skin
C0302507	Parainfluenzae virus infection
C0522224	Paralysis
C0085620	Paralysis flaccid
C0235093	Paralysis of bladder
C1112369	Paranasal sinus hypersecretion
C1456784	Paranoia
C0349398	Paranoid delusions
C0151836	Paranoid reaction
C1456786	Paranoid state
C0221166	Paraparesis
C0030486	Paraplegia
C0030489	Paraproteinaemia
C0030508	Parasomnia
C0595861	Parasuicide
C0030517	Parathyroid disorder
C0030521	Parathyroid tumour
C0030552	Paresis
C0151310	Paresthesia generalized
C0240204	Paresthesia lips
C0239591	Paresthesia of fingers
C0239385	Paresthesia of limbs
C0877634	Paresthesia of scalp
C0030567	Parkinson's disease
C0853008	Parkinson's disease aggravated
C0427160	Parkinsonian gait
C1112182	Parkinsonian rest tremor
C0242422	Parkinsonism
C0235960	Parkinsonism aggravated
C0030578	Paronychia
C1510410	Parosmia
C0549334	Parotid duct obstruction
C0341047	Parotid gland enlargement
C2242496	Parotid gland inflammation
C0424823	Parotid swelling
C0030583	Parotitis
C0235480	Paroxysmal atrial fibrillation
C0030587	Paroxysmal atrial tachycardia
C0024790	Paroxysmal nocturnal haemoglobinuria
C0030591	Paroxysmal ventricular tachycardia
C0030593	Pars planitis
C0018772	Partial hearing loss
C0151586	Partial permanent deafness
C0751495	Partial seizures
C0151589	Partial transitory deafness
C1619718	Partner stress
C0013274	Patent ductus arteriosus
C0853847	Pathogen resistance
C0030662	Pathological gambling
C0016842	Pectus excavatum
C0030781	Peliosis hepatis
C0521619	Pelvi-ureteric obstruction
C0030785	Pelvic abscess
C1535975	Pelvic discomfort
C0149531	Pelvic fracture
C1504419	Pelvic haemorrhage
C0030790	Pelvic infection
C0242172	Pelvic inflammatory disease
C0030793	Pelvic neoplasm
C0030794	Pelvic pain
C0740278	Pelvic peritoneal adhesions
C0281940	Pelvic peritonitis
C0549288	Pelvic venous thrombosis
C0030805	Pemphigoid
C0235853	Pemphigoid reaction
C0030807	Pemphigus
C0030824	Penicillin allergy
C2938970	Penile curvature
C0232861	Penile discharge
C2938972	Penile haematoma
C0269002	Penile haemorrhage
C0581395	Penile infection
C0156308	Penile oedema
C0497481	Penile pain
C1282799	Penile swelling
C0030846	Penis disorder
C0030920	Peptic ulcer
C0030922	Peptic ulcer haemorrhage
C0030925	Peptic ulcer perforation
C0151981	Peptic ulcer reactivated
C0030976	Perceptual distortions
C0233746	Perceptual disturbance
C0035457	Perennial allergic rhinitis
C0877406	Performance status decreased
C0031037	Periarthritis
C0265122	Pericardial disease
C0031039	Pericardial effusion
C0019064	Pericardial haemorrhage
C0232267	Pericardial rub
C0031046	Pericarditis
C0031048	Pericarditis constrictive
C0854524	Peridiverticular abscess
C0263111	Perineal abscess
C0240717	Perineal pain
C0235641	Perineal pain female
C1167868	Perinephric collection
C0236023	Periodontal destruction
C0031090	Periodontal disease
C0031099	Periodontitis
C2939103	Perioral paraesthesia
C1168149	Perioral tingling
C0520723	Periorbital haematoma
C0151205	Periorbital oedema
C0234656	Periorbital pain
C0424810	Periorbital swelling
C0031111	Periostitis
C1704436	Peripheral arterial disease
C1306889	Peripheral arterial occlusive disease
C1112413	Peripheral artery aneurysm
C3495797	Peripheral artery stenosis
C1407280	Peripheral artery thrombosis
C0277925	Peripheral coldness
C0856049	Peripheral embolism
C0151661	Peripheral gangrene
C0235490	Peripheral ischaemia
C0235025	Peripheral motor neuropathy
C0262593	Peripheral nerve injury
C1142028	Peripheral nerve palsy
C0853330	Peripheral neuropathy aggravated
C1112256	Peripheral sensorimotor neuropathy
C0151313	Peripheral sensory neuropathy
C0877232	Peripheral swelling
C0085096	Peripheral vascular disorder
C1328540	Peripheral vasodilatation
C0267566	Perirectal abscess
C0473124	Perirenal haematoma
C0156181	Peritoneal adhesions
C1868771	Peritoneal cloudy effluent
C0019065	Peritoneal haemorrhage
C0031154	Peritonitis
C0341503	Peritonitis bacterial
C0031157	Peritonsillar abscess
C0877267	Peritonsillitis
C1963964	Periungual erythema
C0023529	Periventricular leukomalacia
C0270810	Peroneal nerve palsy
C0233651	Perseveration
C0562483	Persistent cough
C0857172	Persistent dry cough
C0031190	Persistent foetal circulation
C0152165	Persistent vomiting
C0240735	Personality change
C0031212	Personality disorder
C0043167	Pertussis
C0031256	Petechiae
C0014553	Petit mal epilepsy
C0270823	Petit mal status, epileptic
C0030848	Peyronie's disease
C0031315	Phantom limb pain
C3495442	Phantom pain
C1868980	Pharmacokinetic interaction
C0031345	Pharyngeal disorder
C0455899	Pharyngeal erythema
C0576995	Pharyngeal haemorrhage
C0749389	Pharyngeal lesion
C1699324	Pharyngeal mucositis
C0236024	Pharyngeal oedema
C0031350	Pharyngitis
C0036689	Pharyngitis streptococcal
C0264286	Pharyngitis ulcerative
C0863112	Pharyngo-oral irritation
C0858635	Pharyngolaryngeal pain
C0031485	Phenylketonuria
C0345326	Phimosis
C0031542	Phlebitis
C0750876	Phlebitis superficial
C0333494	Phlebosclerosis
C0349231	Phobia
C0031575	Phocomelia
C0751466	Phonophobia
C0151849	Phosphatase alkaline increased
C0860988	Phosphate increased
C0860987	Phosphate low
C0920102	Phosphorus low
C0162824	Photocontact dermatitis
C1698818	Photodamaged skin
C0920193	Photodermatosis
C0085636	Photophobia
C0085635	Photopsia
C0349506	Photosensitivity
C0236106	Photosensitivity allergic reaction
C0162830	Photosensitivity reaction
C1527358	Phototoxicity
C0740319	Physical assault
C0233569	Physical wandering
C1271398	Pigment dispersion syndrome
C0549567	Pigmentation disorder
C0037290	Pigmentation skin
C0751564	Pill rolling
C0031924	Piloerection
C0542346	Pimples
C0333243	Pitting edema
C0032000	Pituitary adenoma
C0032001	Pituitary apoplexy
C0342406	Pituitary haemorrhage
C0342405	Pituitary infarction
C0346306	Pituitary microadenoma
C0032019	Pituitary tumour
C0496901	Pituitary tumour benign
C0221406	Pituitary-dependent Cushing's syndrome
C0032045	Placental disorder
C0240773	Plantar erythema
C0149756	Plantar fasciitis
C0042548	Plantar warts
C0406317	Plaque psoriasis
C0858093	Plasma calcium decreased
C0023484	Plasma cell leukaemia
C0026764	Plasma cell myeloma
C0858226	Plasma cholesterol increased
C0858118	Plasma creatinine increased
C0549376	Plasma osmolality decreased
C0858041	Plasma triglycerides increased
C0032131	Plasmacytoma
C0858318	Plasmodium falciparum infection
C0541767	Platelet aggregation abnormal
C2745924	Platelet aggregation increased
C0919737	Platelet aggregation inhibition
C0580317	Platelet count abnormal
C0392386	Platelet count decreased
C0427564	Platelet count normal
C0005818	Platelet disorder
C0679429	Platelet dysfunction
C0221147	Platelet production decreased
C1611162	Plateletcrit decreased
C0032226	Pleural disorder
C0032227	Pleural effusion
C2720436	Pleural fibrosis
C0919907	Pleural infection
C0264545	Pleural thickening
C0032231	Pleurisy
C0008033	Pleuritic pain
C1167732	Pleuropericarditis
C0520821	Pleurothotonus
C0333139	Pneumatosis
C0032266	Pneumatosis cystoides intestinalis
C1112565	Pneumatosis intestinalis
C0851886	Pneumocystis carinii infection
C0276908	Pneumocystis jirovecii infection
C1535939	Pneumocystis jirovecii pneumonia
C0032285	Pneumonia
C0155866	Pneumonia anthrax
C0032290	Pneumonia aspiration
C0004626	Pneumonia bacterial
C0276253	Pneumonia cytomegaloviral
C0348801	Pneumonia due to Streptococcus, group b
C0339961	Pneumonia fungal
C0264522	Pneumonia hypostatic
C0519030	Pneumonia klebsiella
C0032302	Pneumonia mycoplasmal
C0155862	Pneumonia streptococcal
C0032319	Pneumopericardium
C0032320	Pneumoperitoneum
C0032326	Pneumothorax
C0221281	Poikilocytosis
C0032343	Poisoning
C0032371	Poliomyelitis
C0042023	Pollakiuria
C0264939	Polyangiitis
C0031036	Polyarteritis nodosa
C0162296	Polyarthralgia
C0162323	Polyarthritis
C0702154	Polyarthropathy
C0022680	Polycystic kidney
C0032460	Polycystic ovaries
C0032461	Polycythaemia
C0032463	Polycythaemia vera
C0152427	Polydactyly
C0085602	Polydipsia
C0395005	Polydipsia psychogenic
C0020224	Polyhydramnios
C0032519	Polymenorrhoea
C0031736	Polymorphic light eruption
C0856808	Polymorphonuclear leukocytosis
C0521516	Polymyalgia
C0032533	Polymyalgia rheumatica
C0085655	Polymyositis
C0032541	Polyneuritis
C0152025	Polyneuropathy
C1696946	Polyomavirus-associated nephropathy
C0032584	Polyp
C0936254	Polyradiculoneuritis
C0151859	Polyserositis
C0032617	Polyuria
C0233417	Poor concentration
C0520547	Poor peripheral circulation
C1262141	Poor quality sleep
C0455880	Poor urinary stream
C0162565	Porphyria acute
C0856148	Porphyria aggravated
C0162566	Porphyria cutanea tarda
C0162533	Porphyria hepatic
C0853026	Porphyria non-acute
C0032708	Porphyrin metabolism disorder
C0020541	Portal hypertension
C0155773	Portal vein thrombosis
C0032768	Post herpetic neuralgia
C1262010	Post lumbar puncture syndrome
C1141930	Post procedural complication
C2363914	Post procedural constipation
C1112773	Post procedural diarrhoea
C0948693	Post procedural discharge
C1328411	Post procedural haematoma
C0919874	Post procedural haemorrhage
C1868855	Post procedural infection
C1262038	Post procedural nausea
C1504411	Post procedural oedema
C0877303	Post procedural pain
C1737224	Post procedural swelling
C0277919	Post thrombotic syndrome
C1504532	Post transplant diabetes mellitus
C0432487	Post transplant lymphoproliferative disorder
C3203531	Post-traumatic neck syndrome
C1611174	Post-traumatic pain
C1740793	Post-tussive vomiting
C1444680	Posterior capsule opacification
C3160858	Posterior reversible encephalopathy syndrome
C0858617	Posterior subcapsular cataract
C0152253	Posterior synechiae of iris
C0042167	Posterior uveitis
C0423361	Posterior vitreous detachment
C0234543	Postictal state
C0857175	Postinfarction
C1142492	Postinfarction angina
C0032776	Postmenopausal haemorrhage
C1328561	Postmenopausal spotting
C0032781	Postnasal drip
C0032787	Postoperative complications NOS
C0948179	Postoperative constipation
C0424786	Postoperative fever
C0032788	Postoperative hemorrhage
C0919726	Postoperative hypertension
C0400877	Postoperative ileus
C0392618	Postoperative infection
C0030201	Postoperative pain
C1736186	Postoperative shivering
C0877305	Postoperative wound complication
C0038941	Postoperative wound infection
C0034040	Postpartum disorder
C0032797	Postpartum haemorrhage
C1299624	Postural orthostatic tachycardia syndrome
C0231471	Posture abnormal
C0549635	Potassium abnormal NOS
C0032827	Potassium deficiency
C0856882	Potassium increased
C0860866	Potassium low
C0032914	Pre-eclampsia
C0521987	Pre-existing disease
C0857183	Pre-menstrual tension syndrome
C0034013	Precocious puberty
C0232286	Precordial pain
C0032961	Pregnancy
C0687675	Pregnancy loss
C0151865	Pregnancy test false positive
C0240802	Pregnancy test positive
C0021294	Premature baby
C0151526	Premature delivery
C0033038	Premature ejaculation
C0022876	Premature labour
C0025322	Premature menopause
C0015944	Premature rupture of membranes
C0000832	Premature separation of placenta
C0033046	Premenstrual syndrome
C0376356	Premenstrual tension
C0033075	Presbyopia
C0233718	Pressure of speech
C0700200	Presyncope
C0033117	Priapism
C0948031	Primary graft dysfunction
C0700502	Primary hypothyroidism
C0152171	Primary pulmonary hypertension
C0002963	Prinzmetal angina
C0861148	Proarrhythmia
C0861149	Proarrhythmic effect
C1141861	Procedural complication
C3203457	Procedural haemorrhage
C1328332	Procedural hypertension
C1262109	Procedural hypotension
C1868752	Procedural nausea
C1619712	Procedural pain
C0549430	Procedural site reaction
C0034886	Proctalgia
C0033246	Proctitis
C0149976	Proctitis herpes
C2937222	Proctitis ulcerative
C0033247	Proctocolitis
C2609199	Product taste abnormal
C0239134	Productive cough
C0373705	Progesterone
C0428409	Progesterone levels
C0023524	Progressive multifocal leukoencephalopathy
C0748318	Progressive renal failure
C0033375	Prolactinoma
C0152154	Prolonged labour
C0425945	Prolonged menses
C0376358	Prostate cancer
C0936223	Prostate cancer metastatic
C0600139	Prostate carcinoma
C1096657	Prostate examination abnormal
C1112346	Prostate induration
C0240811	Prostate infection
C0520477	Prostatic adenoma
C0033575	Prostatic disorder
C3160830	Prostatic dysplasia
C1739363	Prostatic hypertrophy
C0282612	Prostatic intraepithelial neoplasia
C0178415	Prostatic specific antigen increased
C0242453	Prostatism
C0033581	Prostatitis
C0426732	Prostatomegaly
C0277794	Prostration
C0398625	Protein C deficiency
C1112677	Protein allergy
C0860901	Protein total decreased
C0948586	Protein urine present
C0302858	Protein-losing gastroenteropathy
C0033687	Proteinuria
C0860700	Prothrombin level abnormal
C0553732	Prothrombin level decreased
C0151872	Prothrombin level increased
C0580412	Prothrombin time abnormal
C0483455	Prothrombin time ratio
C0580413	Prothrombin time shortened
C0241442	Protrusion tongue
C0410198	Proximal myopathy
C0268435	Proximal renal tubular acidosis
C0033771	Prurigo
C0033774	Pruritus
C0475858	Pruritus generalised
C0033777	Pruritus genital
C0033778	Pruritus vulvae
C0853277	Pseudo-Bartter syndrome
C0268379	Pseudocholinesterase deficiency
C0033797	Pseudodementia
C0549150	Pseudofolliculitis barbae
C0948309	Pseudohyperkalaemia
C0221269	Pseudolymphoma
C1257843	Pseudomembranous colitis
C0014358	Pseudomembranous enterocolitis
C0152972	Pseudomonal sepsis
C0033817	Pseudomonas infection
C0542165	Pseudoparkinsonism
C0521616	Pseudoporphyria
C0033844	Pseudotumor
C0033860	Psoriasis
C0235763	Psoriasis flare-up
C0920235	Psoriatic plaque
C0748055	Psychiatric decompensation
C1095967	Psychiatric evaluation abnormal
C0233401	Psychiatric symptom
C0277577	Psychic disturbance
C0424230	Psychomotor retardation
C0877167	Psychomotor skills impaired
C0033953	Psychosexual disorder
C0743072	Psychosis depressive
C0033931	Psychosomatic disease
C0740409	Psychotic behaviour
C0270458	Psychotic depression
C0033975	Psychotic disorder
C0338614	Psychotic episode
C0459435	Psychotic state
C0033999	Pterygium
C0034011	Puberty
C1331543	Puerperal pyrexia
C0852879	Pulmonary alveolar haemorrhage
C0856597	Pulmonary alveolitis
C2973725	Pulmonary arterial hypertension
C0242073	Pulmonary congestion
C0034065	Pulmonary embolism
C0034068	Pulmonary eosinophilia
C0034069	Pulmonary fibrosis
C0476405	Pulmonary function test abnormal
C0855775	Pulmonary function test decreased
C0151701	Pulmonary haemorrhage
C0020542	Pulmonary hypertension
C0265783	Pulmonary hypoplasia
C0034074	Pulmonary infarction
C0519063	Pulmonary lymphoma
C0149726	Pulmonary mass
C0520546	Pulmonary microemboli
C0034063	Pulmonary oedema
C2721578	Pulmonary oil microembolism
C0264523	Pulmonary ossification
C0524702	Pulmonary thromboembolism
C0151946	Pulmonary thrombosis
C0919924	Pulmonary toxicity
C0034088	Pulmonary valve incompetence
C0234962	Pulmonary vasculitis
C0034091	Pulmonary veno-occlusive disease
C0235472	Pulse abnormal
C0277899	Pulse absent
C0392684	Pulse irregular
C0240840	Pulse pressure decreased
C2230138	Pulse rate decrease marked
C0340861	Pulseless electrical activity
C0423234	Punctate epithelial erosion
C0259799	Punctate keratitis
C0919883	Puncture site haemorrhage
C1697642	Puncture site pain
C1096188	Puncture site reaction
C1963933	Punding
C0034124	Pupillary disorder
C0235231	Pupils pinpoint
C0003079	Pupils unequal
C0268104	Purine metabolism disorder
C1141936	Purple glove syndrome
C0034150	Purpura
C0085650	Purpura fulminans
C0242461	Purpura non-thrombocytopenic
C0151882	Purpuric rash
C0152081	Pustular psoriasis
C0241157	Pustule
C0034183	Pyelitis
C0034186	Pyelonephritis
C0520575	Pyelonephritis acute
C0085697	Pyelonephritis chronic
C0034194	Pyloric stenosis
C0034212	Pyoderma
C0085652	Pyoderma gangrenosum
C0085653	Pyogenic granuloma
C1504405	Pyramidal tract syndrome
C1527330	Pyridoxine deficiency
C0034359	Pyuria
C1112436	QRS axis abnormal
C0429097	QRS complex
C0428968	QRS voltage decreased
C0270790	Quadriparesis
C0034372	Quadriplegia
C1306600	Radial nerve palsy
C0034530	Radiation injury
C0270769	Radiation myelopathy
C0238113	Radiation oesophagitis
C0206063	Radiation pneumonitis
C1720798	Radiation recall reaction (dermatologic)
C0520802	Radiation recall syndrome
C1504383	Radiation skin injury
C0034544	Radiculitis
C0700594	Radiculopathy
C0034628	Radius fracture
C0034634	Rage
C0877359	Raised liver function tests
C0856968	Raised serum lipid levels
C0857189	Raised serum uric acid
C0034642	Rales
C0015230	Rash
C0857236	Rash both legs
C0235819	Rash bullous
C0234913	Rash erythematous
C0234916	Rash follicular
C0497365	Rash generalised
C0221201	Rash macular
C0423791	Rash maculo-papular
C0234918	Rash morbilliform
C0877468	Rash mouth
C1519353	Rash papular
C0542175	Rash pemphigoid
C0521160	Rash psoriaform
C0085641	Rash pustular
C1735646	Rash recurrent
C0234922	Rash scaly
C0263355	Rash scarlatiniform
C0221203	Rash vesicular
C0034734	Raynaud's disease
C0034735	Raynaud's phenomenon
C0235492	Raynaud-like disorder
C0151885	Reaction aggravation
C0235723	Reaction febrile
C0542184	Reaction gastrointestinal
C0853040	Reaction to drug excipients
C0549262	Rebound effect
C0520540	Rebound hypertension
C1262013	Recall phenomenon
C0149770	Rectal abscess
C0007113	Rectal cancer
C0877613	Rectal cramps
C0221780	Rectal discharge
C0034882	Rectal disorder
C0267596	Rectal haemorrhage
C0240873	Rectal mass
C0034887	Rectal polyp
C0034888	Rectal prolapse
C1112789	Rectal spasm
C0232726	Rectal tenesmus
C0400839	Rectal ulcer
C0239998	Recurrent infection
C0391870	Red blood cell abnormality
C0427457	Red blood cell count decreased
C0427458	Red blood cell count increased
C0151632	Red blood cell sedimentation rate increased
C0857199	Red blotches
C0281963	Red cell aplasia
C0948014	Red cell distribution width increased
C1306792	Red man syndrome
C0857246	Red neck
C0332575	Redness
C0877497	Redness gum
C0857245	Redness of face
C0232191	Reflex bradycardia
C0034931	Reflex sympathetic dystrophy
C1328539	Reflex tachycardia
C0034933	Reflexes abnormal
C0014869	Reflux esophagitis
C0267158	Reflux gastritis
C0034951	Refraction disorder
C0002894	Refractory anaemia with an excess of blasts
C0002893	Refractory anemia
C0280028	Refractory anemia with excess blasts in transformation
C2826318	Refractory cytopenia with unilineage dysplasia
C0860493	Refractory hypertension
C2004489	Regurgitation
C0522064	Regurgitation of food
C0035021	Relapsing fever
C0151465	Renal abscess
C0542519	Renal agenesis
C1619700	Renal aplasia
C0035067	Renal artery stenosis
C0340608	Renal artery thrombosis
C0740457	Renal cancer
C0007134	Renal cell carcinoma
C0152169	Renal colic
C0022656	Renal cortical necrosis
C2173677	Renal cyst
C0235964	Renal dysgenesis
C0035078	Renal failure
C0022660	Renal failure acute
C0235630	Renal failure aggravated
C0022661	Renal failure chronic
C0236151	Renal function test abnormal
C0877690	Renal graft loss
C0392175	Renal haemorrhage
C1565489	Renal impairment
C0035085	Renal infarct
C1536070	Renal insufficiency aggravated
C0262613	Renal mass
C0022665	Renal neoplasm
C0558489	Renal pain
C0022667	Renal papillary necrosis
C1527410	Renal rickets
C0001126	Renal tubular acidosis
C0151747	Renal tubular disorder
C1720775	Renal tubular necrosis
C0152002	Renal vasculitis
C0238457	Renal vein thrombosis
C0020545	Renovascular hypertension
C0035126	Reperfusion injury
C0392185	Repetitive speech
C0035127	Repetitive strain injury
C3665888	Reproductive toxicity
C0178829	Reproductive tract disorder
C0429774	Residual urine volume
C1260922	Respiration abnormal
C0425492	Respiration irregularity
C0001127	Respiratory acidosis
C0002064	Respiratory alkalosis
C0162297	Respiratory arrest
C0235063	Respiratory depression
C0035204	Respiratory disorder
C1285373	Respiratory disorder neonatal
C0476273	Respiratory distress
C1704437	Respiratory distress syndrome
C1145670	Respiratory failure
C2363912	Respiratory failure aggravated
C0035229	Respiratory insufficiency
C0153251	Respiratory moniliasis
C0035232	Respiratory paralysis
C0231837	Respiratory rate decreased
C0425481	Respiratory sighs
C0238844	Respiratory sounds decreased
C0035235	Respiratory syncytial virus infection
C0948349	Respiratory tract congestion
C0235560	Respiratory tract haemorrhage
C0035243	Respiratory tract infection
C0877203	Respiratory tract infection viral
C2939062	Respiratory tract oedema
C0035258	Restless legs syndrome
C0856081	Restlessness aggravated
C0007196	Restrictive cardiomyopathy
C0242669	Retained placenta
C0405106	Retained placenta or membranes
C0232602	Retching
C0751476	Retching reflex decreased
C0858867	Reticulocytopenia
C0206160	Reticulocytosis
C0236174	Reticuloendothelial system stimulated
C0035288	Reticuloendotheliosis
C1535948	Retinal aneurysm
C0035302	Retinal artery occlusion
C0521694	Retinal atrophy
C0235272	Retinal damage
C0035304	Retinal degeneration
C0151891	Retinal depigmentation
C0235972	Retinal deposits
C0035305	Retinal detachment
C0035309	Retinal disorder
C0240897	Retinal exudates
C0035317	Retinal haemorrhage
C0347602	Retinal injury
C0162291	Retinal ischaemia
C0242420	Retinal oedema
C1328519	Retinal pigment epithelial tear
C0151892	Retinal pigmentation
C0035321	Retinal tear
C0877104	Retinal toxicity
C0154833	Retinal vascular disorder
C0035326	Retinal vascular occlusion
C0919714	Retinal vascular thrombosis
C0035328	Retinal vein occlusion
C1527411	Retinal vein thrombosis
C0035333	Retinitis
C1167863	Retinogram abnormal
C0860564	Retinoic acid syndrome
C0035344	Retinopathy of prematurity
C0002624	Retrograde amnesia
C0403673	Retrograde ejaculation
C0035357	Retroperitoneal fibrosis
C0341512	Retroperitoneal haematoma
C0151705	Retroperitoneal haemorrhage
C0857400	Retrosternal discomfort
C0151826	Retrosternal pain
C3544214	Reversible cerebral vasoconstriction syndrome
C0553690	Reversible ischaemic neurological deficit
C0035400	Reye's syndrome
C0035410	Rhabdomyolysis
C3495832	Rheumatic disorder
C0035435	Rheumatism
C0003873	Rheumatoid arthritis
C0235762	Rheumatoid arthritis aggravated
C0948070	Rhinalgia
C0035455	Rhinitis
C2607914	Rhinitis allergic
C0035459	Rhinitis atrophic
C0848309	Rhinitis perennial
C1322281	Rhinitis seasonal
C1260880	Rhinorrhoea
C0035508	Rhonchi
C0700363	Rhythm idioventricular
C0035522	Rib fracture
C0574068	Rib pain
C0035579	Rickets
C0235299	Right upper quadrant pain
C2939447	Right ventricular failure
C0424790	Rigors
C0343494	Risus sardonicus
C0221706	Road traffic accident
C0035854	Rosacea
C0263912	Rotator cuff syndrome
C0856604	Rubber sensitivity
C1536220	ST segment elevation myocardial infarction
C0574960	Sacroiliitis
C0235746	Saliva altered
C0235984	Salivary duct obstruction
C0036093	Salivary gland disorder
C0020569	Salivary gland enlargement
C0235338	Salivary gland pain
C0240925	Salivary gland swelling
C0037036	Salivary hypersecretion
C0036104	Salivation
C0152486	Salmonella sepsis
C0036117	Salmonellosis
C0036130	Salpingitis
C0036202	Sarcoidosis
C1261473	Sarcoma
C0338113	Sarcoma uterus
C0205204	Scab
C0332691	Scald
C2004491	Scar
C0036337	Schizoaffective disorder
C0036341	Schizophrenia
C0151898	Schizophrenic reaction
C0036358	Schizophreniform disorder
C0036396	Sciatica
C0235068	Scintillating scotoma
C0235980	Scleral discolouration
C0036412	Scleral disorder
C0748536	Scleral haemorrhage
C0423271	Scleral hyperaemia
C0240962	Scleral icterus
C0748538	Scleral pigmentation
C0423273	Scleral thinning
C0036416	Scleritis
C0011644	Scleroderma
C1142151	Scleromalacia
C1141885	Sclerosing encapsulating peritonitis
C0036439	Scoliosis
C0036454	Scotoma
C0438434	Scotoma annular
C0152192	Scotoma of blind spot area
C1384489	Scratch
C0521008	Screaming
C0268919	Scrotal disorder
C0240972	Scrotal erythema
C0151609	Scrotal oedema
C0236078	Scrotal pain
C0282005	Scrotal swelling
C0268948	Scrotal ulcer
C0018621	Seasonal allergy
C0036502	Sebaceous gland disorder
C0406484	Sebaceous hyperplasia
C0036508	Seborrhoeic dermatitis
C0022603	Seborrhoeic keratosis
C0271738	Secondary adrenocortical insufficiency
C0340952	Secondary anemia
C0155616	Secondary hypertension
C0271623	Secondary hypogonadism
C0442886	Secondary infection
C0030569	Secondary parkinsonism
C0149985	Secondary syphilis
C0235195	Sedation
C1540600	Seizure cerebral
C0085271	Self injurious behaviour
C0036601	Self mutilation
C0522178	Self-injurious ideation
C0235756	Semen abnormal
C2363829	Semen analysis abnormal
C0855521	Semen volume decreased
C0020498	Senile ankylosing vertebral hyperostosis
C0549264	Sensation of blood flow
C0423602	Sensation of foreign body
C0234193	Sensation of heat
C0581912	Sensation of heaviness
C0234222	Sensation of pressure
C0549386	Sensation of warmth
C0522171	Sense of oppression
C1325847	Sensitisation
C0011432	Sensitivity of teeth
C0877401	Sensorimotor disorder
C0152027	Sensory disturbance
C0278134	Sensory loss
C0036679	Separation
