DRUG_NAME,ACCESSION,TARGET_NAME,ACT_VALUE,ACT_TYPE,SMILES
flupentixol,O15245,SLC22A1,4.05,IC50,OCCN1CCN(CCC=C2C3=CC=CC=C3SC3=CC=C(C=C23)C(F)(F)F)CC1
valproic acid,P50578,AKR1A1,4.05,IC50,CCCC(CCC)C(O)=O
quercetin,P27338,MAOB,4.05,IC50,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C=C2)=C1
thiram,P9WMN3,glmU,4.05,IC50,CN(C)C(=S)SSC(=S)N(C)C
fampridine,O43525|O43526|O95259|P16389|P17658|P22001|P22459|P22460|P48547|P51787|P56696|Q03721|Q09470|Q12809|Q14003|Q14721|Q16322|Q6PIU1|Q8NCM2|Q8TAE7|Q8TDN1|Q8TDN2|Q92953|Q96KK3|Q96L42|Q96PR1|Q96RP8|Q9BQ31|Q9H252|Q9H3M0|Q9NR82|Q9NS40|Q9NSA2|Q9NZV8|Q9UIX4|Q9UJ96|Q9UK17|Q9ULD8|Q9ULS6|Q9UQ05,KCNQ3|KCNQ2|KCNH1|KCNA2|KCNA6|KCNA3|KCNA4|KCNA5|KCNC1|KCNQ1|KCNQ4|KCNC4|KCNA1|KCNH2|KCNC3|KCNB1|KCNA10|KCNV1|KCNH5|KCNG3|KCNG4|KCNV2|KCNB2|KCNS1|KCNH8|KCNC2|KCNA7|KCNS3|KCNH6|KCNF1|KCNQ5|KCNH7|KCND1|KCND2|KCNG1|KCNG2|KCND3|KCNH3|KCNS2|KCNH4,4.05,IC50,NC1=CC=NC=C1
hydrochloric acid,P22748,CA4,4.05,Ki,Cl
migalastat,P16278,GLB1,4.05,IC50,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O
omeprazole,P08183,ABCB1,4.051,IC50,COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C
argatroban,P00750,PLAT,4.06,Ki,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2
gefitinib,P25779,,4.06,IC50,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1
glycyrrhizic acid,P09429,HMGB1,4.06,Kd,CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O)O[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)C(O)=O
nitrofurazone,P83512,,4.06,IC50,NC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O
pentobarbital,P28472,GABRB3,4.06,IC50,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
sulindac,O70127,Abcb11,4.06,IC50,CC1=C(CC(O)=O)C2=C(C=CC(F)=C2)\C1=C/C1=CC=C(C=C1)S(C)=O
theophylline,P0DMS9,TMIGD3,4.06,Ki,CN1C2=C(N=CN2)C(=O)N(C)C1=O
tolmetin,Q04760,GLO1,4.06,Ki,CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1
enoxolone,P09429,HMGB1,4.06,Kd,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O
resorcinol,P05979,PTGS1,4.06,Kd,OC1=CC(O)=CC=C1
quinidine,O15244,SLC22A2,4.061,IC50,COC1=CC=C2N=CC=C([C@H](O)[C@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)C2=C1
tamoxifen,O15244,SLC22A2,4.061,IC50,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
methoxsalen,P21397,MAOA,4.07,IC50,COC1=C2OC=CC2=CC2=C1OC(=O)C=C2
adenine,P42356|Q8TCG2|Q9BTU6|Q9UBF8,PI4KA|PI4K2B|PI4K2A|PI4KB,4.07,Ki,NC1=NC=NC2=C1NC=N2
cefapirin,P21554,CNR1,4.07,IC50,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CSC1=CC=NC=C1)C2=O)C(O)=O
clotrimazole,P00766,,4.07,IC50,ClC1=C(C=CC=C1)C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1
delavirdine,P40925,MDH1,4.07,IC50,CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2
diazepam,A2AMW3|P16305|P22723|P22933|P26048|P26049|P27681|P50571|P62812|P63080|Q8BHJ7|Q8QZW7|Q9D6F4|Q9JLF1|Q9R0Y8,Gabre|Gabra6|Gabrg2|Gabrd|Gabra2|Gabra3|Gabrg3|Gabrb1|Gabra1|Gabrb3|Gabra5|Gabrp|Gabra4|Gabrq|Gabrg1,4.07,Ki,CN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1
disulfiram,P9WMN3,glmU,4.07,IC50,CCN(CC)C(=S)SSC(=S)N(CC)CC
leucine,Q01650,SLC7A5,4.07,IC50,CC(C)C[C@H](N)C(O)=O
minaprine,P22303,ACHE,4.07,IC50,CC1=C(NCCN2CCOCC2)N=NC(=C1)C1=CC=CC=C1
minaprine,P37136,Ache,4.07,IC50,CC1=C(NCCN2CCOCC2)N=NC(=C1)C1=CC=CC=C1
penciclovir,A3RLP8,UL23,4.07,IC50,NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2
procaterol,P14416,DRD2,4.07,Ki,CC[C@@H](NC(C)C)[C@@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1
promethazine,Q9N623,CRT,4.07,IC50,CC(CN1C2=CC=CC=C2SC2=C1C=CC=C2)N(C)C
tetrabenazine,P35498|Q99250|Q9NY46,SCN1A|SCN2A|SCN3A,4.07,IC50,COC1=CC2=C(C=C1OC)[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2
theophylline,P28647,Adora3,4.07,Ki,CN1C2=C(N=CN2)C(=O)N(C)C1=O
zafirlukast,P47712,PLA2G4A,4.07,IC50,COC1=C(CC2=CN(C)C3=C2C=C(NC(=O)OC2CCCC2)C=C3)C=CC(=C1)C(=O)NS(=O)(=O)C1=C(C)C=CC=C1
quercetin,P05364,ampC,4.07,IC50,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C=C2)=C1
quercetin,P05364,ampC,4.07,IC50,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C=C2)=C1
proline,P12821,ACE,4.07,Ki,OC(=O)[C@@H]1CCCN1
filgotinib,Q12809,KCNH2,4.07,IC50,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5
filgotinib,Q12809,KCNH2,4.07,IC50,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5
leucovorin,P04818,TYMS,4.071,Ki,NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1
verapamil,O15244,SLC22A2,4.071,IC50,COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1
acetazolamide,Q3SZX4,CA3,4.08,Ki,CC(=O)NC1=NN=C(S1)S(N)(=O)=O
amiodarone,O75151,PHF2,4.08,IC50,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2
cinoxacin,P00918,CA2,4.08,IC50,CCN1N=C(C(O)=O)C(=O)C2=C1C=C1OCOC1=C2
diazepam,P42330,AKR1C3,4.08,IC50,CN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1
estradiol,P08842,STS,4.08,IC50,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O
miglitol,P04062,GBA,4.08,IC50,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
niclosamide,O15530,PDPK1,4.08,IC50,OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O
sulindac,P19793,RXRA,4.08,IC50,CC1=C(CC(O)=O)C2=C(C=CC(F)=C2)\C1=C/C1=CC=C(C=C1)S(C)=O
mifepristone,Q16539,MAPK14,4.081,IC50,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)C1=CC=C(C=C1)N(C)C
solriamfetol,P31645,SLC6A4,4.088,Ki,N[C@@H](COC(N)=O)CC1=CC=CC=C1
ampicillin,Q02763,TEK,4.09,Kd,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O
amrinone,P33981,TTK,4.09,Ki,NC1=CC(=CNC1=O)C1=CC=NC=C1
dexamethasone palmitate,P15207,Ar,4.09,IC50,CCCCCCCCCCCCCCCC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C
dexamethasone valerate,P15207,Ar,4.09,IC50,CCCCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO
disopyramide,O15245,SLC22A1,4.09,IC50,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C
ditiocarb,Q9H9B1,EHMT1,4.09,IC50,CCN(CC)C(S)=S
hymecromone,P27338,MAOB,4.09,IC50,CC1=CC(=O)OC2=C1C=CC(O)=C2
menadione sodium bisulfite,P07943,Akr1b1,4.09,IC50,CC1(CC(=O)C2=CC=CC=C2C1=O)S(O)(=O)=O
pentamidine,Q99873,PRMT1,4.09,IC50,NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1
pregnenolone succinate,P11413,G6PD,4.09,IC50,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)CCC(O)=O
salicylic acid,P43166,CA7,4.09,Ki,OC(=O)C1=CC=CC=C1O
theophylline,P05186,ALPL,4.09,Ki,CN1C2=C(N=CN2)C(=O)N(C)C1=O
vidarabine,Q04400,Adcy5,4.09,IC50,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
bufexamac,Q8IEK1,,4.09,IC50,CCCCOC1=CC=C(CC(=O)NO)C=C1
quercetin,Q01062,Pde2a,4.09,IC50,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C=C2)=C1
pefloxacin,P05177,CYP1A2,4.097,Ki,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCN(C)CC1
adenosine phosphate,P29410,Ak2,4.1,Ki,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
amiodarone,Q6ZMT4,KDM7A,4.1,IC50,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2
caffeine,P46616,ADORA2A,4.1,Ki,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
carprofen,P97612,Faah,4.1,IC50,CC(C(O)=O)C1=CC2=C(C=C1)C1=CC(Cl)=CC=C1N2
chlorzoxazone,P70604,Kcnn2,4.1,EC50,ClC1=CC2=C(OC(=O)N2)C=C1
cianidanol,O62664,PTGS1,4.1,IC50,O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1
diazepam,P35348,ADRA1A,4.1,Ki,CN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1
flutamide,O70127,Abcb11,4.1,IC50,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
haloperidol,P48542,Kcnj6,4.1,EC50,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1
hesperetin,O60341,KDM1A,4.1,IC50,COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1
hesperetin,O60341,KDM1A,4.1,IC50,COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1
histamine,P35367,HRH1,4.1,Ki,NCCC1=CN=CN1
ibandronic acid,O95749,GGPS1,4.1,IC50,CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O
mercaptopurine,P9WP01,punA,4.1,Kd,S=C1N=CNC2=C1NC=N2
moclobemide,Q12809,KCNH2,4.1,IC50,ClC1=CC=C(C=C1)C(=O)NCCN1CCOCC1
perhexiline,P18886,Cpt2,4.1,IC50,C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1
phenylalanine,P19111,ALPI,4.1,IC50,N[C@@H](CC1=CC=CC=C1)C(O)=O
phenylalanine,P98170,XIAP,4.1,IC50,N[C@@H](CC1=CC=CC=C1)C(O)=O
pioglitazone,Q5NGQ3,fabI,4.1,IC50,CCC1=CC=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)N=C1
salicylic acid,Q16790,CA9,4.1,Ki,OC(=O)C1=CC=CC=C1O
sulindac,O14684,PTGES,4.1,IC50,CC1=C(CC(O)=O)C2=C(C=CC(F)=C2)\C1=C/C1=CC=C(C=C1)S(C)=O
tropisetron,P23415,GLRA1,4.1,Ki,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C1=CNC2=C1C=CC=C2
tubocurarine,O15244,SLC22A2,4.1,IC50,COC1=CC2=C3C=C1OC1=CC(C[C@@H]4C5=C(OC6=CC=C(C[C@@H]3N(C)CC2)C=C6)C(O)=C(OC)C=C5CC[N+]4(C)C)=CC=C1O
furtrethonium,P11229,CHRM1,4.1,Ki,C[N+](C)(C)CC1=CC=CO1
furtrethonium,P20309,CHRM3,4.1,Ki,C[N+](C)(C)CC1=CC=CO1
oleic acid,P13726,F3,4.1,IC50,CCCCCCCC\C=C/CCCCCCCC(O)=O
phenol,P96878,,4.1,Ki,OC1=CC=CC=C1
stearic acid,P15090,FABP4,4.1,Kd,CCCCCCCCCCCCCCCCCC(O)=O
evogliptin,Q12809,KCNH2,4.1,IC50,CC(C)(C)OC[C@H]1N(CCNC1=O)C(=O)C[C@H](N)CC1=CC(F)=C(F)C=C1F
nelfinavir,P06239,LCK,4.101,IC50,CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC1=CC=CC=C1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
quinidine,Q9Y3Q4,HCN4,4.106,IC50,COC1=CC=C2N=CC=C([C@H](O)[C@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)C2=C1
chlorprothixene,O15245,SLC22A1,4.11,IC50,CN(C)CC\C=C1\C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
dicloxacillin,Q01959,SLC6A3,4.11,IC50,CC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)C(=NO1)C1=C(Cl)C=CC=C1Cl
mefenamic acid,P15121,AKR1B1,4.11,IC50,CC1=CC=CC(NC2=C(C=CC=C2)C(O)=O)=C1C
niclosamide,P49841,GSK3B,4.11,IC50,OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O
perhexiline,P32198,Cpt1a,4.11,IC50,C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1
sulindac,Q04760,GLO1,4.11,Ki,CC1=C(CC(O)=O)C2=C(C=CC(F)=C2)\C1=C/C1=CC=C(C=C1)S(C)=O
theophylline,P27815,PDE4A,4.11,Ki,CN1C2=C(N=CN2)C(=O)N(C)C1=O
theophylline,E1BN64,PDE3B,4.11,Ki,CN1C2=C(N=CN2)C(=O)N(C)C1=O
valdecoxib,P07451,CA3,4.11,Ki,CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O
vinblastine,P56560,MAOB,4.11,Ki,CC[C@]1(O)C[C@@H]2CN(C1)CCC1=C(NC3=CC=CC=C13)[C@@](C2)(C(=O)OC)C1=C(OC)C=C2N(C)[C@@H]3[C@]4(CCN5CC=C[C@](CC)([C@@H]45)[C@@H](OC(C)=O)[C@]3(O)C(=O)OC)C2=C1
eicosapentaenoic acid,P13726,F3,4.11,IC50,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O
quercetin,P07949,RET,4.11,IC50,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C=C2)=C1
baicalin,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABRP|GABRD|GABRA1|GABRB1|GABRG2|GABRB3|GABRA5|GABRA3|GABRA2|GABRB2|GABRA4|GABRE|GABRA6|GABRG1|GABRG3|GABRQ,4.11,Ki,O[C@@H]1[C@@H](O)[C@H](OC2=C(O)C(O)=C3C(=O)C=C(OC3=C2)C2=CC=CC=C2)O[C@@H]([C@H]1O)C(O)=O
vaniprevir,P25774,CTSS,4.11,IC50,CC[C@@H]1C[C@]1(NC(=O)[C@@H]1[C@H]2CCN1C(=O)[C@@H](NC(=O)OCC(C)(C)CCCCC1=C3CN(CC3=CC=C1)C(=O)O2)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1
butenafine,Q5NGQ3,fabI,4.12,IC50,CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=CC=CC=C12
caffeine,O00329,PIK3CD,4.12,IC50,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
diethylstilbestrol,Q14376,GALE,4.12,IC50,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
flufenamic acid,P10275,AR,4.12,IC50,OC(=O)C1=C(NC2=CC(=CC=C2)C(F)(F)F)C=CC=C1
ifenprodil,O15399,GRIN2D,4.12,IC50,CC(C(O)C1=CC=C(O)C=C1)N1CCC(CC2=CC=CC=C2)CC1
ifenprodil,O15399,GRIN2D,4.12,IC50,CC(C(O)C1=CC=C(O)C=C1)N1CCC(CC2=CC=CC=C2)CC1
miglitol,C0HJB3,,4.12,IC50,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
oxycodone,O42275,ache,4.12,IC50,COC1=CC=C2C[C@H]3N(C)CC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]35O
pemetrexed,E2QDN0,,4.12,IC50,NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N1
primaquine,P21397,MAOA,4.12,IC50,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1
rifampicin,P78417,GSTO1,4.12,IC50,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(C=NN1CCN(C)CC1)=C(O)C4=C3C2=O
theophylline,O00329,PIK3CD,4.12,IC50,CN1C2=C(N=CN2)C(=O)N(C)C1=O
gentisic acid,P09917,ALOX5,4.12,IC50,OC(=O)C1=C(O)C=CC(O)=C1
quercetin,O95067|P06493|P14635|Q8WWL7,CCNB2|CDK1|CCNB1|CCNB3,4.12,IC50,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C=C2)=C1
ribociclib,P24941,CDK2,4.12,IC50,CN(C)C(=O)C1=CC2=C(N=C(NC3=NC=C(C=C3)N3CCNCC3)N=C2)N1C1CCCC1
carbamazepine,P35367,HRH1,4.125,Ki,NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC=C2
caffeine,P00489,PYGM,4.13,IC50,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
edetic acid,J3SE37,,4.13,IC50,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O
foscarnet,P04293,,4.13,IC50,OC(=O)P(O)(O)=O
glibenclamide,Q12809,KCNH2,4.13,IC50,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
irinotecan,O75751,SLC22A3,4.13,IC50,CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12
methaqualone,Q16445|P47870,GABRA6|GABRB2,4.13,EC50,CC1=C(C=CC=C1)N1C(C)=NC2=CC=CC=C2C1=O
mitoxantrone,O15244,SLC22A2,4.13,IC50,OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(O)C=CC(O)=C1C2=O
nitrendipine,P21556,PTAFR,4.13,Ki,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC
tazobactam,Q9F663,bla,4.13,Ki,C[C@]1(CN2C=CN=N2)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(O)=O
ticlopidine,O95342,ABCB11,4.13,IC50,ClC1=C(CN2CCC3=C(C2)C=CS3)C=CC=C1
hydroquinone,Q9D6N1,Ca13,4.13,Ki,OC1=CC=C(O)C=C1
clorotepine,Q9NPC2,KCNK9,4.13,IC50,CN1CCN(CC1)C1CC2=CC=CC=C2SC2=C1C=C(Cl)C=C2
clorotepine,Q9NPC2,KCNK9,4.13,IC50,CN1CCN(CC1)C1CC2=CC=CC=C2SC2=C1C=C(Cl)C=C2
digoxin,Q12809,KCNH2,4.136,IC50,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C
clavulanic acid,Q6JP75,,4.14,IC50,OC\C=C1/O[C@@H]2CC(=O)N2[C@H]1C(O)=O
nordazepam,A2AMW3|P16305|P22723|P22933|P26048|P26049|P27681|P50571|P62812|P63080|Q8BHJ7|Q8QZW7|Q9D6F4|Q9JLF1|Q9R0Y8,Gabre|Gabra6|Gabrg2|Gabrd|Gabra2|Gabra3|Gabrg3|Gabrb1|Gabra1|Gabrb3|Gabra5|Gabrp|Gabra4|Gabrq|Gabrg1,4.14,Ki,ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1
doxorubicin,O14746,TERT,4.14,IC50,COC1=C2C(=O)C3=C(C(O)=C4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)C4=C3O)C(=O)CO)C(=O)C2=CC=C1
doxycycline,P09237,MMP7,4.14,Kd,C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C2C(=O)C2=C(O)C=CC=C12
hydroxychloroquine,P18089,ADRA2B,4.14,Ki,CCN(CCO)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12
mianserin,Q9NG02,tyr1,4.14,IC50,CN1CCN2C(C1)C1=C(CC3=C2C=CC=C3)C=CC=C1
perhexiline,P23786,CPT2,4.14,IC50,C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1
levomenol,P40763,STAT3,4.14,IC50,CC(C)=CCC[C@](C)(O)[C@H]1CCC(C)=CC1
anagliptin,Q12884,FAP,4.14,IC50,CC1=NN2C=C(C=NC2=C1)C(=O)NCC(C)(C)NCC(=O)N1CCC[C@H]1C#N
migalastat,Q02401,Lct,4.14,IC50,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O
paracetamol,Q16790,CA9,4.15,Ki,CC(=O)NC1=CC=C(O)C=C1
adenosine phosphate,O94759,TRPM2,4.15,IC50,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
dichlorophen,P14902,IDO1,4.15,IC50,OC1=C(CC2=C(O)C=CC(Cl)=C2)C=C(Cl)C=C1
ergotamine,O32393,cyaC,4.15,IC50,CN1C[C@@H](C=C2[C@H]1CC1=CNC3=CC=CC2=C13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](CC3=CC=CC=C3)N2C1=O
flufenamic acid,O94759,TRPM2,4.15,IC50,OC(=O)C1=C(NC2=CC(=CC=C2)C(F)(F)F)C=CC=C1
flunarizine,Q9Y256,RCE1,4.15,AC50,FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1
fluostigmine,P04058,ache,4.15,Kd,CC(C)OP(F)(=O)OC(C)C
menadione,P15374,UCHL3,4.15,IC50,CC1=CC(=O)C2=CC=CC=C2C1=O
miconazole,P05186,ALPL,4.15,EC50,ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
nicotine,A5X5Y0|O95264|P46098|Q70Z44|Q8WXA8,HTR3E|HTR3B|HTR3A|HTR3D|HTR3C,4.15,Ki,CN1CCC[C@H]1C1=CC=CN=C1
voglibose,P35574,AGL,4.15,IC50,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O
podophyllotoxin,P03120,E2,4.15,Kd,COC1=CC(=CC(OC)=C1OC)[C@H]1[C@@H]2[C@H](COC2=O)[C@@H](O)C2=CC3=C(OCO3)C=C12
disulfiram,P23975,SLC6A2,4.156,Ki,CCN(CC)C(=S)SSC(=S)N(CC)CC
clotrimazole,P00533,EGFR,4.159,IC50,ClC1=C(C=CC=C1)C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1
azithromycin,Q92887,ABCC2,4.16,IC50,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
dicloxacillin,O95342,ABCB11,4.16,IC50,CC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)C(=NO1)C1=C(Cl)C=CC=C1Cl
loperamide,O00255,MEN1,4.16,IC50,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1
nimesulide,L8I2E6,,4.16,Ki,CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O
phenylalanine,Q01650,SLC7A5,4.16,IC50,N[C@@H](CC1=CC=CC=C1)C(O)=O
sulfathiazole,P26684,Ednra,4.16,IC50,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1
enoxolone,O00748,CES2,4.16,IC50,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O
