classe,roll_belt,pitch_belt,yaw_belt,total_accel_belt,kurtosis_roll_belt,kurtosis_picth_belt,skewness_roll_belt,skewness_roll_belt.1,max_roll_belt,max_picth_belt,max_yaw_belt,min_roll_belt,min_pitch_belt,min_yaw_belt,amplitude_roll_belt,amplitude_pitch_belt,var_total_accel_belt,avg_roll_belt,stddev_roll_belt,var_roll_belt,avg_pitch_belt,stddev_pitch_belt,var_pitch_belt,avg_yaw_belt,stddev_yaw_belt,var_yaw_belt,gyros_belt_x,gyros_belt_y,gyros_belt_z,accel_belt_x,accel_belt_y,accel_belt_z,magnet_belt_x,magnet_belt_y,magnet_belt_z,roll_arm,pitch_arm,yaw_arm,total_accel_arm,var_accel_arm,avg_roll_arm,stddev_roll_arm,var_roll_arm,avg_pitch_arm,stddev_pitch_arm,var_pitch_arm,avg_yaw_arm,stddev_yaw_arm,var_yaw_arm,gyros_arm_x,gyros_arm_y,gyros_arm_z,accel_arm_x,accel_arm_y,accel_arm_z,magnet_arm_x,magnet_arm_y,magnet_arm_z,kurtosis_roll_arm,kurtosis_picth_arm,kurtosis_yaw_arm,skewness_roll_arm,skewness_pitch_arm,skewness_yaw_arm,max_roll_arm,max_picth_arm,max_yaw_arm,min_roll_arm,min_pitch_arm,min_yaw_arm,amplitude_roll_arm,amplitude_pitch_arm,amplitude_yaw_arm,roll_dumbbell,pitch_dumbbell,yaw_dumbbell,kurtosis_roll_dumbbell,kurtosis_picth_dumbbell,skewness_roll_dumbbell,skewness_pitch_dumbbell,max_roll_dumbbell,max_picth_dumbbell,max_yaw_dumbbell,min_roll_dumbbell,min_pitch_dumbbell,min_yaw_dumbbell,amplitude_roll_dumbbell,amplitude_pitch_dumbbell,total_accel_dumbbell,var_accel_dumbbell,avg_roll_dumbbell,stddev_roll_dumbbell,var_roll_dumbbell,avg_pitch_dumbbell,stddev_pitch_dumbbell,var_pitch_dumbbell,avg_yaw_dumbbell,stddev_yaw_dumbbell,var_yaw_dumbbell,gyros_dumbbell_x,gyros_dumbbell_y,gyros_dumbbell_z,accel_dumbbell_x,accel_dumbbell_y,accel_dumbbell_z,magnet_dumbbell_x,magnet_dumbbell_y,magnet_dumbbell_z,roll_forearm,pitch_forearm,yaw_forearm,kurtosis_roll_forearm,kurtosis_picth_forearm,skewness_roll_forearm,skewness_pitch_forearm,max_roll_forearm,max_picth_forearm,max_yaw_forearm,min_roll_forearm,min_pitch_forearm,min_yaw_forearm,amplitude_roll_forearm,amplitude_pitch_forearm,total_accel_forearm,var_accel_forearm,avg_roll_forearm,stddev_roll_forearm,var_roll_forearm,avg_pitch_forearm,stddev_pitch_forearm,var_pitch_forearm,avg_yaw_forearm,stddev_yaw_forearm,var_yaw_forearm,gyros_forearm_x,gyros_forearm_y,gyros_forearm_z,accel_forearm_x,accel_forearm_y,accel_forearm_z,magnet_forearm_x,magnet_forearm_y,magnet_forearm_z
A,120,-44,174,17,-1.961739,NA,0.349066,NA,174,17,-2,173,17,-2,1,0,0,120.3,0.5,0.2,-43.7,0.1,0,173.4,0.5,0.25,0.13,0.11,-0.15,48,43,-156,166,611,-303,-96.6,79.8,-175,27,27.957,-14.1967,44.486,1979.0056,69.6479,16.6741,278.0264,-74.4188,54.1188,2928.8424,0.45,-0.56,0.98,-256,-50,-18,-229,293,610,-0.55865,-1.04613,-0.89825,-0.89149,-0.81695,-0.74676,85.5,-29.1,27,32,-175,11,53.5,145.9,16,48.8,-30.4,-98.1,0.8941,-0.9684,-0.6176,-0.2038,-25.3,-84.3,0.9,-38,-100.1,0.9,12.69,15.74,18,0.9291,55.9497,5.3514,28.6377,-30.1939,2.6642,7.0977,-91.5422,4.4157,19.4986,0.24,0.21,0.05,-53,83,-147,-538,320,9,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,48,21.3883,0,0,0,0,0,0,0,0,0,1.19,-2.04,0.07,-172,441,-26,-549,701,569
A,121,-43.7,173,17,-1.908453,7.259947,0.422463,2.989812,174,18,-1.9,173,17,-1.9,1,1,0.1,120.5,0.5,0.3,-43.8,0.1,0,173.4,0.5,0.25,0.13,0.11,-0.16,47,44,-158,162,608,-305,-11.9,14.1,-74.1,11,46.4364,-57.28,36.2993,1317.6385,59.1489,19.0989,364.768,-47.6133,133.5623,17838.8785,-1.91,-0.19,0.75,38,-98,-32,708,-6,232,-0.23715,-0.67385,-1.43002,-1.03668,1.01961,-0.506,79,180,28,14.1,-179,10,64.9,359,18,50.8,-30.4,-96.3,0.4607,-0.2748,-1.0096,0.1746,-19.2,-92.2,0.5,-31.6,-102.8,0.5,12.33,10.55,20,0.9222,52.9749,2.3707,5.6201,-23.2558,3.0026,9.0157,-98.1097,2.5999,6.7594,-0.08,-0.05,-0.16,-59,96,-162,-541,311,-11,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,43,2.7404,0,0,0,0,0,0,0,0,0,1.01,0.21,0.44,-398,142,19,-575,-116,394
A,121,-44,174,18,0.20153,0.20153,1.481339,1.481339,174,18,0.2,173,17,0.2,1,1,0.2,121,0,0,-43.8,0.1,0,173.2,0.4,0.17,0.08,0.11,-0.16,45,45,-160,169,606,-295,-11.8,-22.1,-43.8,27,32.6788,-33.1372,31.8921,1017.1086,30.503,34.785,1209.9995,-71.3256,66.6456,4441.6405,-0.37,-0.48,1.03,148,-115,-184,746,-67,-132,-1.54727,7.79477,-1.28462,-0.16891,2.16019,-0.3917,72.6,178,27,-22.1,-177,9,94.7,355,18,59.7,-21.5,-92.6,0.5684,-0.7804,-1.0255,-0.1499,-21.5,-89,0.6,-39.3,-107,0.6,17.79,18.02,17,1.4086,52.1646,4.981,24.8106,-27.832,4.4749,20.0249,-96.3146,4.421,19.5453,-0.02,0.18,-0.07,-36,95,-135,-557,282,24,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,41,1.08749,0,0,0,0,0,0,0,0,0,0.8,1.48,0.34,-378,148,23,-625,-6,480
A,121,-43.9,174,17,-2.108108,-0.59175,0,1.200185,174,18,-2.1,173,17,-2.1,1,1,0.2,121,0,0,-43.9,0,0,173.5,0.5,0.26,0.13,0.11,-0.16,47,45,-157,170,605,-296,8.87,12.4,-36,5,59.1051,6.874,8.309,69.0401,-13.017,10.5618,111.5513,-37.8325,2.6452,6.9971,2.3,-1.38,1.28,-9,-45,12,582,141,361,-0.15989,-1.00782,-0.79824,0.91711,-0.41227,-0.87704,12.4,-34.3,27,-23.6,-43.2,5,36,8.9,22,58.9,-27.8,-90.3,0.9052,0.1236,-0.085,-0.6474,-21.9,-86.2,0.9,-40,-106.1,0.9,18.15,19.86,16,0.1949,51.7265,6.5319,42.6654,-31.4588,3.5564,12.6478,-94.5312,4.6613,21.7277,0.08,0.13,-0.1,-43,87,-123,-553,281,47,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,48,20.12756,0,0,0,0,0,0,0,0,0,0.66,1.72,0.82,-108,458,1,-379,830,742
A,121,-44,173,18,-0.688262,-2.038222,1.160174,0.242696,174,18,-0.7,173,17,-0.7,1,1,0.3,121.1,0.4,0.1,-43.9,0.1,0,173.3,0.4,0.19,0.11,0.11,-0.18,47,47,-159,169,604,-303,5.5,51.5,-68.8,23,2.0664,4.9523,7.5745,57.3732,68.9884,5.582,31.1587,-67.4047,12.091,146.1933,-2.42,0.56,0.56,-205,-22,91,87,233,633,1.64945,-0.93746,2.01284,-1.35749,0.33635,-1.38854,74.7,-43.9,29,51.5,-85.1,23,23.2,41.2,6,56.9,-21.3,-95.4,-0.3178,-0.5776,-0.28,0.4436,-21.3,-83.9,-0.3,-33.8,-98.2,-0.3,12.5,14.28,20,1.4286,57.4331,3.3747,11.3885,-26.8317,2.8775,8.2799,-92.0812,3.6429,13.2709,0.24,0.11,-0.21,-42,107,-162,-525,348,-35,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,45,34.13511,0,0,0,0,0,0,0,0,0,1.11,-2.23,-0.69,-169,406,-30,-631,651,662
A,122,-43.3,172,17,-1.402276,-1.480863,-0.374465,0.76003,173,18,-1.4,171,17,-1.4,2,1,0.2,121.5,0.5,0.3,-43.6,0.3,0.1,172.2,0.8,0.67,0.14,0.11,-0.15,48,45,-157,168,613,-292,41.3,-19.4,-10.3,12,12.8974,28.1162,14.0261,196.7316,-37.2596,7.0813,50.1452,-26.2423,4.7765,22.8154,2.34,-1.17,0.64,75,-56,-68,741,39,123,-0.05695,3.62089,4.35225,1.0937,2.10308,-2.17874,-19.4,-10.3,27,-43.6,-30.9,12,24.2,20.6,15,54.3,-24.5,-96.4,-0.2371,0.3152,-0.5866,0.2764,-19.1,-84.5,-0.2,-32.1,-96.4,-0.2,13,11.81,16,2.4325,60.6713,2.8098,7.8947,-24.0425,3.1081,9.6601,-90.3754,2.5863,6.6887,0.13,-0.03,-0.08,-39,83,-132,-545,301,27,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,40,2.37217,0,0,0,0,0,0,0,0,0,0.69,2.57,1.15,-330,201,25,-666,138,600
A,0.99,4.12,-87.6,3,-0.533999,-0.060755,-0.226073,-1.394027,-87.3,3,-0.5,-87.8,2,-0.5,0.5,1,0.2,1.6,0.4,0.1,3.6,0.4,0.2,-87.5,0.1,0.02,0.06,-0.02,-0.03,-11,3,28,57,566,-409,73.4,44.7,87.3,30,0.1735,71.668,0.7906,0.6251,43.592,0.5306,0.2816,85.014,0.9114,0.8306,0.02,0.03,-0.05,-223,155,-111,-362,250,577,0.44379,1.37178,2.57572,1.44493,1.69104,-0.70617,44.8,87.3,31,43.2,84.4,29,1.6,2.9,2,103,40.7,33.6,0.3371,11.9502,0.0071,-2.9051,83.8,61.4,0.3,7.7,-146.2,0.3,76.14,207.63,2,4.4963,95.7734,23.9607,574.1149,50.9182,15.2179,231.5853,8.1168,33.8842,1148.1357,0.24,-0.74,-0.44,6,13,5,-407,293,301,165,-45.2,87.1,-1.4968,-0.2189,0.202,1.0831,27.7,87.1,-1.5,-46.1,-5.8,-1.5,73.8,92.91,38,29.42082,-100.56,102.51355,10509.02694,-13.0582,26.82121,719.37742,18.4794,29.57038,874.40754,-0.14,-1.7,0.18,57,311,189,-158,747,-320
A,1.27,4.65,-87.8,3,-2.02037,13.12434,-0.249289,-3.821069,-87.7,3,-2,-87.8,2,-2,0.1,1,0.1,1.2,0.2,0.1,4.5,0.4,0.2,-87.7,0.1,0,0.03,0,-0.05,-13,5,27,57,576,-424,72.6,-51.3,-19.1,32,97.4694,63.01,19.2341,369.9519,-24.7652,32.2547,1040.3643,10.9462,40.4513,1636.3059,1.77,-0.22,-0.11,181,69,-248,694,-126,-190,-1.13441,-1.57717,-1.24401,0.63342,0.01925,0.13189,37,72.7,43,-55.6,-43.9,11,92.6,116.6,32,101.8,53.2,-13.5,-1.6944,-0.7678,-0.1579,0.536,70.7,121.4,-1.7,-76.8,-30.3,-1.7,147.52,151.68,7,3.7551,16.7994,92.3196,8522.9154,5.6432,49.5143,2451.6678,25.3445,40.8816,1671.3077,0.22,-0.45,-0.43,34,57,-9,-289,426,279,-130,8.2,-23.3,-1.1757,-0.092,-0.5577,1.0774,33.5,91.5,-1.2,-48.1,-34.7,-1.2,81.6,126.2,24,23.59224,-139.32,11.77067,138.54857,1.488,27.95393,781.42228,-1.5242,38.35445,1471.06407,0.1,-2.91,-0.15,131,-113,166,446,-813,114
A,1.72,4.24,-87.3,3,-0.559214,8.063736,-1.041509,-1.5547,-87.3,4,-0.6,-87.6,2,-0.6,0.3,2,0.1,1.3,0.3,0.1,4.1,0.4,0.1,-87.4,0.1,0.01,-0.05,0.02,0.02,-11,3,25,62,567,-419,95.1,-47.9,-19.2,28,40.6936,69.787,8.2789,68.5404,-2.5665,25.8214,666.7429,68.6267,36.2614,1314.8902,-2.79,0.19,-0.18,148,61,-218,696,-115,-182,-1.31275,-0.29941,-1.20537,-0.50877,-0.94074,-0.50356,23.6,102,32,-47.9,-19.2,13,71.5,121.2,19,106.5,48.8,12.5,0.4589,-0.6896,1.1379,0.1209,85.6,126.4,0.5,-61.1,-14,0.5,146.68,140.35,3,0.6569,-56.0724,71.9516,5177.0272,-14.8691,35.2665,1243.7236,50.9653,35.8487,1285.1279,-0.03,0.47,-0.1,15,28,4,-312,366,306,-154,10.6,-49.9,-1.2062,-1.5863,0.1018,-0.2109,10.6,129,-1.2,-27.9,-49.9,-1.2,38.5,178.9,28,44.82041,-1.57407,160.41286,25732.28686,-10.62481,12.12573,147.03332,50.1037,66.43324,4413.37584,-0.64,-0.47,0.46,50,-224,158,112,-636,-20
A,1.88,3.5,-87.6,2,-0.263059,1.326417,0,-1.810464,-87.6,3,-0.3,-87.8,2,-0.3,0.2,1,0.1,1.4,0.3,0.1,4,0.4,0.2,-87.7,0.1,0,0,0,-0.02,-9,4,20,45,572,-435,85.4,15.6,101,32,75.3476,94.0547,18.308,335.1829,-20.0008,20.8903,436.4027,22.9243,53.4879,2860.951,1.11,-0.37,0.26,-232,188,-110,-325,356,507,-1.42403,-1.43891,-0.6886,0.49003,-0.1495,0.4051,15.6,101,46,-42.1,-56.3,16,57.7,157.3,30,-72.5,-75.9,29.9,0.2565,-0.4356,-0.9197,-0.1722,80.6,136.5,0.3,-82.2,-23.7,0.3,162.78,160.26,4,2.3113,18.0558,67.3216,4532.1972,24.5532,42.4162,1799.1299,66.0294,39.8112,1584.9328,0.5,-0.4,-0.3,-28,-27,12,-392,240,345,158,4.82,118,-1.3215,-0.9837,-0.4571,-0.6992,6.1,119,-1.3,-11,-3.4,-1.3,17.12,122.36,37,6.10668,136.28302,90.15316,8127.59144,-1.35245,5.96583,35.5911,79.3866,40.86673,1670.08978,-0.03,0.31,0.25,-74,297,198,-650,1160,-538
A,0.77,3.34,-87.8,3,2.304744,-1.146729,-0.083956,-0.946756,-87.6,3,2.3,-87.8,2,2.3,0.2,1,0.2,1.2,0.4,0.2,2.9,0.6,0.3,-87.7,0,0,0.02,0,0,-10,2,30,41,572,-417,77.2,-21.5,46.9,18,111.4061,98.6582,18.0534,325.9251,-35.1091,5.4239,29.4182,-2.9502,35.6428,1270.4086,2.62,-0.95,0.18,-1,177,-24,522,123,400,0.43691,-1.33741,-1.37088,1.05653,0.18154,0.37155,-21.2,62.7,46,-42.2,-51,14,21,113.7,32,42.1,18,110.8,1.9119,-0.2706,-1.1863,0.164,86.5,115,1.9,-5.1,-12.9,1.9,91.57,127.88,4,3.1057,70.2263,21.9603,482.2545,54.4721,18.5138,342.7607,51.5443,31.3199,980.9382,0.16,-0.64,-0.2,7,16,35,-348,294,342,163,9.1,94.8,-1.2786,-1.3372,-0.0063,0.3372,9.1,94.8,-1.3,-8.2,-59.8,-1.3,17.25,154.6,37,31.75892,-3.29091,168.79921,28493.17306,-0.38473,5.18208,26.854,3.39782,52.36295,2741.87863,-0.32,-1.57,0.38,-43,303,186,-562,1120,-534
A,0.9,3.61,-88.3,3,-0.060755,-2.078006,1.394027,-0.082562,-88.2,3,-0.1,-88.3,2,-0.1,0.1,1,0.3,1.5,0.4,0.2,3.8,0.5,0.2,-88.3,0,0,0.03,0,-0.05,-8,4,25,46,570,-426,122,-35.3,-43.6,40,115.2657,91.382,23.5628,555.2048,-25.583,16.4229,269.7106,24.162,59.9458,3593.4983,1.43,-0.27,0.1,165,31,-357,552,-149,-379,-0.6341,-1.58678,-1.00968,0.94691,0.07666,0.32702,8.3,113,48,-41.9,-51.7,13,50.15,164.7,35,61.5,74.7,47,-0.9178,0.4961,-0.5602,1.214,94.7,146.5,-0.9,-67.2,0,-0.9,161.97,146.47,5,3.5106,16.6136,78.2932,6129.8306,28.6058,44.3318,1965.3052,52.0864,38.2371,1462.0727,0.31,-0.77,-0.38,33,28,22,-275,360,346,180,-7.14,-10.7,-1.0314,-0.0891,0.1197,0.9132,3.5,58,-1,-13.8,-66.3,-1,17.25,124.3,29,14.61592,-95.62,145.07787,21047.58735,-5.8536,5.34078,28.5239,-26.8682,34.89218,1217.46433,-0.21,-3.68,-0.28,213,84,161,573,-514,49
A,1.96,4.19,-88.9,2,-0.532633,-1.736374,0.091187,-0.587156,-88.6,3,-0.5,-88.9,2,-0.5,0.3,1,0.2,1.6,0.2,0,1.9,0.9,0.8,-88.7,0.1,0.01,0.19,-0.02,0.02,-7,3,17,34,570,-441,128,-35.5,-46.2,42,113.8113,92.2136,22.4135,502.3654,-25.1386,16.8127,282.6664,24.7766,56.6308,3207.0458,1.67,-0.45,0.11,136,3,-386,535,-221,-377,-0.82199,-1.50245,-0.83009,0.8035,-0.04528,0.5183,9.1,108,48,-42.8,-53,13,51.94,161,35,48.1,56.4,78.5,-0.8001,-1.6945,0.6353,0.2113,56.4,139.1,-0.8,-54.4,-34.4,-0.8,110.8,173.55,11,6.065,-52.9381,73.6978,5431.3594,-11.0549,32.3787,1048.3828,38.3813,63.7092,4058.8588,-1.54,0.85,-0.03,59,51,78,-36,387,405,178,20.9,61.9,0.4873,-1.2185,0.2794,0.3557,20.9,61.9,0.5,6.9,-64.6,0.5,13.98,126.5,33,18.20455,-69.09091,162.1241,26284.2241,13.96159,3.03322,9.20041,-13.86614,40.46755,1637.62268,-0.47,-2.33,-0.59,13,296,137,-261,858,-519
A,0.53,5.42,-88,5,NA,NA,NA,NA,-88,5,NA,-88,5,NA,0,0,0,0.5,0,0,5.4,0,0,-88,0,0,0.02,0,0,-16,2,45,51,635,-299,0,0,0,38,0.1897,0,0,0,0,0,0,0,0,0,-0.1,0.13,-0.28,-279,156,-198,-417,454,351,NA,NA,-0.40559,NA,NA,1.27569,0,0,39,0,0,38,0,0,1,46.8,-50.2,-85.1,0.4674,-0.3849,0.0807,0.6046,-49.4,-83.6,0.5,-51.3,-85.8,0.5,1.95,2.15,31,0.2438,46.7657,0.8135,0.6618,-50.477,0.4609,0.2124,-84.8429,0.6194,0.3837,0.37,0.13,-0.33,-144,135,-225,-561,289,-5,44.8,-65.6,169,-1.2276,-1.3891,0.204,-0.0478,-64,171,-1.2,-65.8,167,-1.2,1.8,4,32,3.55172,45.38621,1.59748,2.55195,-64.95517,0.57482,0.33042,169.24138,1.40548,1.97537,-0.03,-0.13,0.1,243,73,-187,143,516,710
A,0.74,5.37,-87.9,5,-0.487458,12.78655,0.185095,-3.777024,-87.8,5,-0.5,-88,4,-0.5,0.2,1,0.1,0.7,0.1,0,5.4,0.1,0,-87.9,0.1,0,0.02,-0.02,-0.02,-14,5,42,49,635,-302,0,0,0,41,0.4626,0,0,0,0,0,0,0,0,0,0.11,0.08,-0.15,-301,170,-197,-424,457,341,NA,NA,2.27194,NA,NA,1.33475,0,0,41,0,0,38,0,0,3,47.4,-50,-84.7,-0.623,-0.028,-0.0224,0.1321,-49.5,-83.2,-0.6,-51.7,-86.1,-0.6,2.17,2.93,31,0.2372,46.8274,0.5981,0.3577,-50.5036,0.5297,0.2805,-84.7715,0.6239,0.3893,0.35,0.13,-0.38,-144,137,-225,-561,295,-8,49,-62.9,168,-1.5764,-0.9209,0.3737,-0.4378,-62.8,170,-1.6,-65.5,167,-1.6,2.7,3,33,0.92177,46.46735,1.48175,2.19558,-64.23061,1.01082,1.02175,168.85714,1.02062,1.04167,-0.02,0.03,-0.07,226,116,-204,131,538,692
A,0.98,4.94,-87.8,4,-0.420582,1.216445,1.264775,-1.779168,-87.8,5,-0.4,-87.9,4,-0.4,0.1,1,0.1,0.8,0.1,0,4.9,0.1,0,-87.9,0,0,0.02,0,0,-13,2,42,56,636,-306,0,0,0,38,0.2478,0,0,0,0,0,0,0,0,0,-0.03,-0.05,0.02,-277,156,-196,-425,452,355,NA,NA,-1.95356,NA,NA,0.36523,0,0,39,0,0,38,0,0,1,46.8,-49.8,-85.3,-0.3705,0.5827,0.3358,-0.4423,-49.7,-84,-0.4,-51.4,-86.6,-0.4,1.8,2.61,31,0.2536,46.4644,0.4978,0.2479,-50.6338,0.4263,0.1817,-84.9552,0.5328,0.2838,0.35,0.14,-0.43,-144,136,-227,-563,286,-13,49.1,-61.7,165,-0.7514,-2.093,-0.2907,0,-61.5,166,-0.8,-62.5,165,-0.8,1,1,32,0.1256,49.30652,0.24258,0.05885,-61.96739,0.2733,0.07469,165.5,0.50553,0.25556,-0.02,-0.03,-0.03,230,92,-198,131,536,704
A,0.71,4.91,-88,5,-1.353727,22.330729,0.479629,-4.841323,-88,5,-1.4,-88.2,4,-1.4,0.2,1,0,0.5,0.1,0,5.6,0.3,0.1,-88.1,0.1,0.01,0,0.02,0.02,-15,4,47,54,630,-309,0,0,0,38,0.02,0,0,0,0,0,0,0,0,0,-0.02,0,-0.03,-279,154,-194,-423,453,359,NA,NA,50,NA,NA,7.07107,0,0,39,0,0,38,0,0,1,54.4,-52.4,-76.8,-0.495,3.5575,0.1967,1.8951,-49.5,-76.8,-0.5,-52.8,-84.7,-0.5,3.3,7.94,29,0.1976,48.4622,1.9458,3.7862,-51.3377,0.8318,0.6919,-82.6987,1.7863,3.1908,0.26,0.18,-0.46,-144,149,-200,-550,301,27,50.6,-56.8,163,-0.6817,-1.1356,0.6493,0,-56.4,165,-0.7,-58.1,163,-0.7,1.7,2,33,0.06082,49.868,0.87702,0.76916,-57.402,0.49754,0.24755,163.6,0.53452,0.28571,-0.02,-0.03,-0.02,239,92,-198,133,543,696
A,0.48,5.08,-88,5,2.488644,2.488644,2.097857,-2.097857,-87.9,5,2.5,-88,4,2.5,0.1,1,0.1,0.7,0.2,0,4.9,0.1,0,-88,0,0,0.02,0,0,-15,3,44,46,630,-297,0,0,0,38,0.0179,0,0,0,0,0,0,0,0,0,0,-0.02,0,-281,155,-192,-423,466,337,NA,NA,56,NA,NA,7.48331,0,0,39,0,0,38,0,0,1,60.1,-53.7,-70.3,1.3714,0.7608,-0.9324,0.8774,-44.2,-68.4,1.4,-56.2,-84.5,1.4,11.98,16.15,30,0.3607,55.6135,4.3224,18.6834,-48.5504,2.3042,5.3092,-78.7809,3.5667,12.7213,0.22,0.02,-0.38,-152,168,-192,-520,337,53,51.5,-55.1,163,-1.4473,-0.615,0.2801,-1.1867,-55.1,163,-1.4,-56.8,162,-1.4,1.7,1,33,0.06753,51.03571,0.20927,0.04379,-55.9875,0.52086,0.2713,162.75,0.43693,0.19091,0.03,0,0.11,225,112,-204,123,542,691
A,0.43,5.03,-88.1,5,-2.04042,1.502757,-0.203049,-1.049496,-88,6,-2,-88.1,4,-2,0.1,2,0.2,0.5,0.1,0,5.3,0.2,0,-88,0.1,0,0,-0.02,-0.05,-15,-4,46,49,635,-303,0,0,0,38,0.0565,0,0,0,0,0,0,0,0,0,0.06,0.02,-0.13,-279,158,-190,-419,455,356,NA,NA,13.46195,NA,NA,-3.86461,0,0,38,0,0,37,0,0,1,55.9,-50.7,-76.9,0.244,2.2234,0.2228,-1.1415,-48.2,-74.8,0.2,-52.2,-81.3,0.2,3.99,6.52,30,0.0965,56.3392,1.5768,2.4863,-50.2073,0.7958,0.6333,-76.8439,1.2975,1.6834,0.37,0.1,-0.39,-141,154,-202,-524,329,64,53.2,-52.1,164,-1.3202,-0.9853,0.0895,0.117,-51.8,167,-1.3,-54.7,164,-1.3,2.9,3,33,0.85412,52.73529,0.53247,0.28353,-52.96863,0.82182,0.6754,165.70588,0.90098,0.81176,-0.06,0.08,0,232,107,-195,119,554,653
A,0.65,5.19,-88,5,0.120005,NA,1.454956,NA,-87.9,5,0.1,-88,5,0.1,0.1,0,0,0.6,0.1,0,5.2,0,0,-88,0,0,0.03,0.02,0,-20,0,47,56,637,-309,0,0,0,37,0.181,0,0,0,0,0,0,0,0,0,0,0.06,-0.13,-271,160,-184,-410,434,408,NA,NA,-0.27963,NA,NA,-1.3163,0,0,38,0,0,37,0,0,1,57.9,-48.6,-76.8,5.2126,0.6489,1.1441,-0.737,-47.7,-73.4,5.2,-52.5,-81.6,5.2,4.78,8.25,29,0.2172,55.5803,2.1525,4.6332,-50.6966,0.7557,0.5711,-77.1028,1.7903,3.2052,0.34,0.16,-0.46,-133,156,-198,-521,327,54,54.8,-48.5,159,-0.8079,-2.0816,-0.4242,0,-48.4,160,-0.8,-49.3,159,-0.8,0.9,1,33,0.17609,55.89231,0.90116,0.8121,-48.82692,0.256,0.06554,159.5,0.50488,0.2549,0.02,-0.02,-0.02,228,109,-199,118,574,653
A,1.83,7.27,-94,3,-1.121477,2.949202,0.148219,2.194794,-93.9,4,-1.1,-94.1,3,-1.1,0.2,1,0.1,1.7,0.1,0,7.7,0.2,0.1,-94,0.1,0.01,-0.02,0.02,-0.02,-17,2,19,2,601,-307,-139,8.58,-168,34,0,-138.1818,0.3902,0.1522,9.1755,0.3413,0.1165,-167.8636,0.3471,0.1205,0.02,-0.02,-0.03,-288,110,-121,-368,341,533,-1.04555,2.9492,NA,0.04472,2.19479,NA,9.8,-167,34,8.6,-168,34,1.17,1,0,94.7,14.8,60.1,0.8633,-0.1455,0.9093,-0.0806,52.8,65.8,0.9,0,-69.2,0.9,52.79,135.02,4,0.9064,121.8832,16.0014,256.0456,19.5808,10.9001,118.8123,9.943,29.7153,882.9993,-0.11,-0.08,0.16,6,33,23,-519,345,-19,13.7,-64.2,-139,-0.7925,-2.0124,0.1367,0.2851,-63.7,-138,-0.8,-64.2,-139,-0.8,0.5,1,36,0,14.12273,0.28191,0.07947,-63.92045,0.1456,0.0212,-138.56818,0.50106,0.25106,-0.02,0,-0.05,193,201,-214,-13,663,484
A,1.25,6.7,-93.7,4,-1.211136,47,0.682173,6.855655,-93.5,4,-1.2,-93.8,3,-1.2,0.3,1,0,1.3,0.1,0,7,0.3,0.1,-93.7,0.1,0.01,0.05,0.02,-0.02,-18,-1,33,-2,606,-302,75.7,62.8,58.5,16,75.4635,38.4064,17.0346,290.1776,33.117,15.8422,250.9765,24.7128,13.5225,182.859,1.83,-1.01,0.36,-95,129,-13,271,199,558,-0.94001,-0.20769,-1.45627,0.07839,0.96238,0.24023,62.8,58.5,35,6.8,12.5,9,55.97,46,26,91.5,-37.5,51,0.9877,-0.4194,-0.6478,0.0343,76.4,134.9,1,-88.1,-30.2,1,164.5,165.1,2,0.9306,69.621,54.9952,3024.4766,3.3303,32.4986,1056.1618,63.4099,38.2176,1460.587,0.26,-0.05,-0.41,-6,13,8,-547,311,-70,-5.52,40.7,97.2,-1.0081,-0.0949,-0.6492,-1.2772,42.7,178,-1,-44.9,-180,-1,87.6,358,30,39.53099,26.13298,23.70889,562.11167,12.84426,29.29545,858.22337,63.70638,125.34326,15710.93365,0.14,1.14,0.34,-164,-164,-184,-343,-414,230
A,1.08,8.15,-93.7,3,-0.71292,8.025296,0.129287,3.11326,-93.6,4,-0.7,-93.8,3,-0.7,0.2,1,0.1,1.3,0.1,0,7.8,0.3,0.1,-93.7,0.1,0,0.05,0,-0.05,-17,6,26,3,602,-302,129,68,108,27,15.6525,149.3667,25.6487,657.8546,61.4396,5.5273,30.5505,130.0271,24.4373,597.1799,-2.02,0.87,-0.39,-222,137,-13,-63,295,591,-1.51926,0.84636,1.34736,-0.03484,-1.30925,-1.31431,69.3,152,34,53.6,63.2,17,15.7,88.8,17,40.5,0,116.6,2.0657,-1.1649,0.8733,-0.1576,115,116.6,2.1,-46.2,-130.8,2.1,161.19,247.36,1,0.6662,88.8559,35.6188,1268.7001,8.9425,29.9909,899.4566,-2.6937,66.1915,4381.3126,0.02,-0.02,0.08,0,3,7,-549,327,-39,58.8,-57.5,-169,-1.3999,-1.9294,-0.2969,-0.3044,40.8,179,-1.4,-57.5,-180,-1.4,98.3,359,38,47.95745,40.76083,21.78207,474.4585,-1.60938,34.21558,1170.70584,12.34583,158.93656,25260.8302,0.34,0.4,0.34,133,295,-176,-97,711,525
